N,P,K,temperature,humidity,ph,rainfall,label
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,peas
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,peas
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,peas
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,peas
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,peas
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,peas
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,peas
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,peas
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,peas
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,peas
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,peas
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,peas
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,peas
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,peas
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,peas
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,peas
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,peas
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,peas
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,peas
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,peas
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,peas
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,peas
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,peas
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,peas
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,peas
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,peas
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,peas
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,peas
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,peas
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,peas
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,peas
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,peas
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,peas
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,peas
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,peas
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,peas
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,peas
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,peas
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,peas
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,peas
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,peas
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,peas
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,peas
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,peas
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,peas
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,peas
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,peas
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,peas
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,peas
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,peas
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,peas
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,peas
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,peas
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,peas
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,peas
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,peas
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,peas
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,peas
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,peas
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,peas
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,peas
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,peas
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,peas
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,peas
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,peas
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,peas
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,peas
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,peas
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,peas
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,peas
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,peas
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,peas
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,peas
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,peas
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,peas
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,peas
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,peas
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,peas
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,peas
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,peas
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,peas
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,peas
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,peas
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,peas
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,peas
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,peas
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,peas
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,peas
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,peas
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,grapes
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,grapes
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,grapes
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,apple
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,apple
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,apple
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,apple
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,apple
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,apple
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,apple
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,apple
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,apple
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,apple
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,apple
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,apple
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,apple
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,apple
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,apple
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,apple
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,apple
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,apple
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,apple
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,apple
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,apple
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,apple
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,apple
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,apple
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,apple
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,apple
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,apple
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,apple
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,apple
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,apple
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,apple
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,apple
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,apple
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,apple
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,apple
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,apple
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,apple
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,apple
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,apple
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,apple
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,apple
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,apple
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,apple
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,apple
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,apple
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,apple
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,apple
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,apple
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,apple
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,apple
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,apple
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,apple
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,apple
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,apple
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,apple
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,apple
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,apple
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple
29,138,197,22.19055385,92.43764169,5.830892252,121.6622761,apple
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,apple
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,apple
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,apple
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,apple
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,apple
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,apple
38,135,203,23.76121837,93.661643,5.965551311,100.825956,apple
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,apple
35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,apple
12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,apple
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,apple
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple
31,121,201,23.15791104,90.34396882,5.731535258,110.712841,apple
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,apple
33,138,198,22.29423493,90.69033986,6.222390798,122.7418744,apple
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,apple
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,apple
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
90,42,43,21.37974371,82.40274423,6.802985292,6.802985292,rice
85,58,41,22.27046169,80.71964408,7.338096361,7.338096361,rice
60,55,44,23.50445915,82.7207629,8.140207144,8.140207144,rice
74,35,40,26.99109635,80.55836264,7.280400905,7.280400905,rice
78,42,42,20.63017482,82.00487287,7.928472891,7.928472891,rice
69,37,42,23.55804872,83.77011772,7.373453503,7.373453503,rice
69,55,38,23.20883798,83.03941394,6.00080568,6.00080568,rice
94,53,40,20.77774362,83.29408619,6.018627178,6.018627178,rice
89,54,38,25.01588066,83.9352163,6.985346424,6.985346424,rice
68,58,38,23.72397386,83.43322691,6.636253525,6.636253525,rice
91,53,40,27.02723513,81.81753846,5.686167788,5.686167788,rice
90,46,42,24.47898217,81.85061596,7.80283396,7.80283396,rice
78,58,44,27.30079604,81.28684822,5.408681786,5.408681786,rice
93,56,36,24.51497622,82.45687182,7.28435366,7.28435366,rice
94,50,37,26.16585205,81.06385045,7.24801983,7.24801983,rice
60,48,39,24.78209415,80.70025587,7.342299069,7.342299069,rice
85,38,41,22.08711777,83.1883708,6.549050656,6.549050656,rice
91,35,39,24.29391957,80.81817957,7.270859754,7.270859754,rice
77,38,36,22.3652524,80.5923008,6.253933276,6.253933276,rice
88,35,40,24.07943626,83.98760316,6.15393208,6.15393208,rice
89,45,36,21.82504158,80.87476396,6.742475375,6.742475375,rice
76,40,43,25.65745531,83.51713476,5.370175667,5.370175667,rice
67,59,41,22.44766735,81.37384195,6.312632591,6.312632591,rice
83,41,43,21.5525355,83.07839517,6.554028451,6.554028451,rice
98,47,37,23.98381344,81.73265073,7.675482851,7.675482851,rice
66,53,41,25.5756354,80.92389148,8.078915154,8.078915154,rice
97,59,43,26.85927159,84.44403589,6.586500176,6.586500176,rice
97,50,41,25.02922681,80.94498576,7.370959995,7.370959995,rice
60,49,44,21.27576147,84.89774397,6.544841491,6.544841491,rice
84,51,35,22.80157427,81.04416466,6.343304899,6.343304899,rice
73,57,41,21.94653958,85.34375962,6.124709117,6.124709117,rice
92,35,40,22.67931888,80.73127223,6.657389366,6.657389366,rice
85,37,39,25.02783742,83.13685569,6.664134968,6.664134968,rice
98,53,38,20.76707606,82.03895217,5.31450727,5.31450727,rice
88,54,44,26.2354293,84.28266234,6.449410611,6.449410611,rice
95,55,42,27.29533926,82.5480873,6.250660556,6.250660556,rice
99,57,35,27.25754171,81.57734011,6.260370061,6.260370061,rice
95,39,36,24.36330467,83.55250801,5.861398642,5.861398642,rice
60,43,44,21.51944696,83.35221726,7.716245107,7.716245107,rice
71,54,16,22.71359953,63.69070564,7.749914421,88.15953857,maize
61,44,17,26.20018422,71.57476937,8.931756558,102.6662445,maize
80,43,16,23.65882094,71.59351368,8.657964753,67.11995467,maize
73,58,21,20.07215954,57.68272924,8.596060648,61.05171481,maize
61,38,20,18.57891261,62.69503871,7.970458434,65.83835393,maize
68,41,16,21.87689322,57.80840636,8.158830619,102.4861694,maize
93,41,17,25.7217169,66.50415474,8.047906679,105.8654703,maize
89,60,19,25.29192419,66.6902901,7.913664501,78.46639649,maize
76,44,17,20.51683147,62.5542482,7.855442401,65.67798457,maize
67,60,25,25.02162194,66.78627406,7.750254943,109.6162279,maize
70,44,19,23.41689124,73.4541537,7.852607099,94.69712821,maize
90,49,21,24.94016732,68.3584573,8.472523287,74.45474936,maize
62,52,16,22.37526694,58.84015925,8.967057762,64.27020584,maize
92,44,16,18.97751445,65.76816093,8.082973754,95.16189431,maize
66,54,21,25.29008683,60.2001687,7.919045532,72.52375573,maize
63,58,22,18.35405352,55.28220433,8.204747653,64.12358154,maize
70,47,17,24.7129118,70.4162444,8.600827017,104.5626147,maize
61,41,17,25.2420613,65.26185135,8.021902237,77.08456006,maize
66,53,19,23.19348056,60.1159381,8.033550195,65.89730729,maize
40,72,77,17.22498456,17.28861173,7.485996067,89.55123143,Soyabeans
23,72,84,19.22061277,17.43159126,6.920251378,80.92698081,Soyabeans
39,58,85,18.08776475,15.70589717,5.996932037,69.54932919,Soyabeans
22,72,85,19.06805647,15.95809214,6.391173589,89.51048983,Soyabeans
36,67,77,18.56952567,19.86381041,7.152811172,80.26357665,Soyabeans
32,73,81,20.65078582,15.70312102,5.988992796,93.68373702,Soyabeans
58,70,84,20.8543203,16.90820843,6.231049028,75.6631118,Soyabeans
59,70,84,17.5348681,19.04926979,7.550808267,83.61734721,Soyabeans
42,62,75,18.37912258,19.20426935,7.010570541,82.84997529,Soyabeans
28,74,81,18.21272266,18.60968112,8.753795334,82.98568791,Soyabeans
58,66,79,21.19373558,19.63470387,8.718192847,94.55280105,Soyabeans
43,66,79,19.66233971,15.52538951,7.976607593,75.58565097,Soyabeans
58,63,81,20.01344531,14.99765308,6.515499549,79.96514709,Soyabeans
23,62,85,19.17424756,19.8161216,8.490127142,81.7108745,Soyabeans
27,62,77,18.39737048,15.01070537,6.576415562,71.18185181,Soyabeans
28,72,84,18.92963144,19.48197264,6.481783043,72.58010169,Soyabeans
50,56,76,21.19502153,20.1601304,7.966605025,74.50734019,Soyabeans
39,71,84,20.48155898,16.69535215,8.140825437,83.52339655,Soyabeans
25,78,76,17.68042641,16.0559405,7.228963452,67.96980581,Soyabeans
31,70,77,21.08818675,14.62313811,6.492546046,91.46228334,Soyabeans
26,80,83,17.28498521,16.44565756,7.528599957,72.31007253,Soyabeans
25,68,77,20.29340593,15.41279612,7.701446446,86.74904898,Soyabeans
31,78,76,17.77212145,15.29927489,8.519975748,90.31050665,Soyabeans
60,68,83,19.32065218,18.73475844,6.620900869,86.52950164,Soyabeans
59,62,83,18.77665902,19.52008229,8.104396058,73.94940441,Soyabeans
22,67,78,17.36606398,14.72457525,6.204090835,73.32667516,Soyabeans
36,65,80,18.4872007,16.97921616,6.051091339,75.87445574,Soyabeans
59,60,84,19.23025305,18.96725565,7.690962338,95.70992037,Soyabeans
54,77,85,17.3418614,17.3662427,7.829211144,84.74606679,Soyabeans
43,68,81,17.67809436,18.23253975,6.761599706,79.92060234,Soyabeans
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,beans
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,beans
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,beans
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,beans
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,beans
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,beans
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,beans
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,beans
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,beans
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,beans
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,beans
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,beans
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,beans
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,beans
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,beans
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,beans
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,beans
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,beans
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,beans
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,beans
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,beans
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,beans
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,beans
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,beans
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,beans
